Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Nodular,Zinc PCA + Green Tea Extract + Salicylic Acid,8% + 1% + 0.5%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Cystic,Salicylic Acid + Green Tea Extract + Zinc PCA,3% + 8% + 5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Pigmented,Hyaluronic Acid + Vitamin K + Vitamin C,0.5% + 8% + 10%,"Hydrates and plumps the skin, Improves blood circulation under eyes, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Vascular,Caffeine + Niacinamide + Vitamin K,10% + 3% + 5%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Improves blood circulation under eyes"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Spots,General,Kojic Acid + Vitamin C + Licorice Extract,1% + 3% + 5%,"Lightens pigmentation and skin discoloration, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Dullness,General,Green Tea Extract + Niacinamide + Vitamin C,0.5% + 1% + 5%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Hyperpigmentation,General,Vitamin C + Niacinamide + Tranexamic Acid,5% + 0.5% + 10%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Open Pores,General,Azelaic Acid + Green Tea Extract + Clay,3% + 5% + 8%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Absorbs excess oil and tightens pores"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Redness,General,Centella Asiatica + Aloe Vera + Green Tea Extract,0.5% + 8% + 1%,"Soothes irritation and repairs skin barrier, Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Sun Tan,General,Aloe Vera + Niacinamide + Alpha Arbutin,2% + 5% + 1%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid + Niacinamide,2% + 3% + 0.5%,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Oily Cheeks Dry,Yes,Wrinkles,General,Coenzyme Q10 + Niacinamide + Peptides,5% + 2% + 1%,"Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum, Improves skin elasticity and firmness"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Comedonal,Benzoyl Peroxide + Zinc PCA + Salicylic Acid,2% + 10% + 0.5%,"Kills acne-causing bacteria, Controls sebum production, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Inflammatory,Azelaic Acid + Benzoyl Peroxide + Zinc PCA,3% + 8% + 0.5%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Controls sebum production"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Nodular,Niacinamide + Zinc PCA + Green Tea Extract,2% + 3% + 1%,"Reduces inflammation and regulates sebum, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Zinc PCA + Benzoyl Peroxide + Salicylic Acid,0.5% + 10% + 1%,"Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Vitamin C + Hyaluronic Acid + Vitamin K,10% + 0.5% + 3%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Improves blood circulation under eyes"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Caffeine + Niacinamide + Vitamin C,5% + 10% + 0.5%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide + Kojic Acid + Licorice Extract,3% + 8% + 0.5%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Lactic Acid + Hyaluronic Acid + Vitamin C,1% + 3% + 10%,"Gently exfoliates and improves skin radiance, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Tranexamic Acid + Licorice Extract + Vitamin C,8% + 5% + 0.5%,"Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Clay + Green Tea Extract + Niacinamide,3% + 5% + 8%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Centella Asiatica + Niacinamide + Aloe Vera,1% + 8% + 3%,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Aloe Vera + Niacinamide + Licorice Extract,1% + 0.5% + 8%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid + Glycolic Acid,1% + 3% + 0.5%,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide + Hyaluronic Acid + Coenzyme Q10,10% + 1% + 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Salicylic Acid + Niacinamide + Benzoyl Peroxide,0.5% + 8% + 5%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Benzoyl Peroxide + Niacinamide + Zinc PCA,0.5% + 5% + 3%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Nodular,Niacinamide + Benzoyl Peroxide + Green Tea Extract,0.5% + 8% + 2%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Zinc PCA + Salicylic Acid + Green Tea Extract,5% + 8% + 2%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,Vitamin K + Hyaluronic Acid + Licorice Extract,8% + 0.5% + 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,Vitamin C + Licorice Extract + Niacinamide,8% + 3% + 1%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Spots,General,Niacinamide + Licorice Extract + Vitamin C,2% + 3% + 8%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dullness,General,Hyaluronic Acid + Niacinamide + Lactic Acid,3% + 2% + 8%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Hyperpigmentation,General,Vitamin C + Niacinamide + Tranexamic Acid,0.5% + 5% + 8%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Open Pores,General,Green Tea Extract + Salicylic Acid + Niacinamide,10% + 8% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Redness,General,Aloe Vera + Chamomile Extract + Niacinamide,2% + 8% + 5%,"Soothes and hydrates irritated skin, Calms redness and irritation, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Sun Tan,General,Niacinamide + Licorice Extract + Aloe Vera,2% + 0.5% + 10%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Whiteheads / Blackheads,General,Niacinamide + Glycolic Acid + Zinc PCA,0.5% + 2% + 3%,"Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Wrinkles,General,Hyaluronic Acid + Peptides + Coenzyme Q10,8% + 0.5% + 10%,"Hydrates and plumps the skin, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Comedonal,Salicylic Acid + Zinc PCA + Green Tea Extract,8% + 10% + 0.5%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Inflammatory,Salicylic Acid + Zinc PCA + Green Tea Extract,5% + 0.5% + 2%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Nodular,Benzoyl Peroxide + Green Tea Extract + Niacinamide,5% + 0.5% + 1%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Cystic,Azelaic Acid + Niacinamide + Zinc PCA,2% + 1% + 3%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Pigmented,Vitamin K + Hyaluronic Acid + Caffeine,2% + 10% + 5%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Vascular,Niacinamide + Caffeine + Licorice Extract,10% + 3% + 1%,"Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Spots,General,Kojic Acid + Niacinamide + Alpha Arbutin,1% + 10% + 8%,"Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dullness,General,Niacinamide + Green Tea Extract + Vitamin C,2% + 3% + 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Hyperpigmentation,General,Alpha Arbutin + Niacinamide + Tranexamic Acid,0.5% + 1% + 8%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Open Pores,General,Clay + Salicylic Acid + Azelaic Acid,8% + 10% + 5%,"Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Redness,General,Niacinamide + Centella Asiatica + Green Tea Extract,0.5% + 10% + 5%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Sun Tan,General,Niacinamide + Licorice Extract + Vitamin C,1% + 8% + 10%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Whiteheads / Blackheads,General,Zinc PCA + Glycolic Acid + Salicylic Acid,5% + 0.5% + 8%,"Controls sebum production, Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Wrinkles,General,Coenzyme Q10 + Retinol + Niacinamide,5% + 10% + 2%,"Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Comedonal,Salicylic Acid + Green Tea Extract + Niacinamide,3% + 10% + 5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Inflammatory,Azelaic Acid + Niacinamide + Benzoyl Peroxide,5% + 3% + 10%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
25-36,Normal,Normal to Dry,Yes,Acne,Nodular,Zinc PCA + Green Tea Extract + Niacinamide,1% + 3% + 8%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Acne,Cystic,Niacinamide + Zinc PCA + Benzoyl Peroxide,3% + 10% + 0.5%,"Reduces inflammation and regulates sebum, Controls sebum production, Kills acne-causing bacteria"
25-36,Normal,Normal to Dry,Yes,Dark Circles,Pigmented,Caffeine + Vitamin C + Niacinamide,2% + 1% + 10%,"Reduces puffiness and improves circulation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Dark Circles,Vascular,Hyaluronic Acid + Licorice Extract + Caffeine,10% + 0.5% + 1%,"Hydrates and plumps the skin, Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation"
25-36,Normal,Normal to Dry,Yes,Dark Spots,General,Vitamin C + Kojic Acid + Licorice Extract,10% + 1% + 8%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
25-36,Normal,Normal to Dry,Yes,Dullness,General,Green Tea Extract + Lactic Acid + Hyaluronic Acid,5% + 0.5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Hydrates and plumps the skin"
25-36,Normal,Normal to Dry,Yes,Hyperpigmentation,General,Tranexamic Acid + Vitamin C + Niacinamide,5% + 3% + 8%,"Reduces melanin production and pigmentation, Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Open Pores,General,Salicylic Acid + Azelaic Acid + Clay,1% + 2% + 5%,"Unclogs pores and removes excess oil, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
25-36,Normal,Normal to Dry,Yes,Redness,General,Green Tea Extract + Aloe Vera + Niacinamide,2% + 8% + 3%,"Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
25-36,Normal,Normal to Dry,Yes,Sun Tan,General,Aloe Vera + Niacinamide + Alpha Arbutin,0.5% + 8% + 3%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
25-36,Normal,Normal to Dry,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Niacinamide + Willow Bark Extract,3% + 0.5% + 2%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores"
25-36,Normal,Normal to Dry,Yes,Wrinkles,General,Retinol + Peptides + Hyaluronic Acid,5% + 0.5% + 1%,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Hydrates and plumps the skin"
25-36,Normal,Normal to Dry,No,Acne,Comedonal,Salicylic Acid + Azelaic Acid + Green Tea Extract,3% + 10% + 2%,"Unclogs pores and removes excess oil, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Dry,No,Acne,Inflammatory,Benzoyl Peroxide + Azelaic Acid + Salicylic Acid,10% + 1% + 3%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Dry,No,Acne,Nodular,Salicylic Acid + Zinc PCA + Green Tea Extract,1% + 5% + 0.5%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
25-36,Normal,Normal to Dry,No,Acne,Cystic,Niacinamide + Green Tea Extract + Salicylic Acid,3% + 8% + 1%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
25-36,Normal,Normal to Dry,No,Dark Circles,Pigmented,Licorice Extract + Caffeine + Niacinamide,10% + 0.5% + 8%,"Lightens dark spots and evens skin tone, Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum"
